"h","window","pI","D","fD","Het","RD","Q95","Q90","Qmax","U0","U20","U50","U80"
"0.38","39","0","0.28","0.01","0","0.01","0.01","0.01","0.01","0.04","0.02","0.02","1"
"0.38","40","0","0.31","0.01","0","0.02","0.01","0.01","0.01","0.06","0.04","0.03","1"
"0.38","41","0","0.34","0.01","0.01","0.02","0.01","0.01","0.01","0.05","0.04","0.03","1"
"0.38","42","0","0.31","0.01","0","0.01","0.01","0.01","0.01","0.05","0.04","0.03","1"
"0.38","43","0.01","0.29","0.02","0","0.02","0.01","0.01","0.01","0.02","0.04","0.03","1"
"0.38","44","0.02","0.22","0.02","0.01","0.02","0.02","0.02","0.01","0.03","0.02","0.02","1"
"0.38","45","0.02","0.21","0.02","0.04","0.02","0.02","0.02","0.01","0.04","0.03","0.02","1"
"0.38","46","0.01","0.16","0.02","0.01","0.02","0.02","0.02","0.01","0.04","0.03","0.01","1"
"0.38","47","0","0.21","0.01","0","0.01","0.01","0.01","0","0.02","0.01","0.01","1"
"0.38","48","0","0.06","0","0","0.01","0.01","0.01","0.01","0.03","0.01","0.01","1"
"0.38","49","0","0.26","0","0","0","0","0","0","0.08","0.03","0.01","1"
"0.38","50","0","0.16","0","0","0","0.01","0.01","0","0.05","0.07","0.02","1"
"0.38","51","0","0.21","0","0.01","0","0","0","0","0.04","0.02","0","1"
"0.38","52","0","0.24","0","0.02","0","0","0","0","0.04","0.04","0","1"
"0.38","53","0","0.26","0","0.01","0","0","0","0","0.03","0.01","0","1"
"0.38","54","0","0.21","0","0.01","0","0","0","0","0.04","0.02","0","1"
"0.38","55","0","0.21","0","0.01","0","0","0","0","0.04","0.02","0","1"
"0.38","56","0","0.22","0","0.03","0","0","0","0","0.03","0.02","0","1"
"0.38","57","0","0.28","0","0.01","0","0","0","0","0.04","0.03","0","1"
"0.38","58","0","0.26","0","0.01","0","0","0","0","0.03","0.02","0","1"
"0.38","59","0","0.22","0","0.01","0","0","0","0","0.06","0.04","0","1"
"0.38","60","0","0.2","0","0.01","0","0","0","0","0.05","0.03","0","1"
"0.38","61","0","0.24","0","0.01","0","0","0","0","0.02","0.05","0","1"
"0.38","62","0","0.25","0","0.02","0","0","0","0","0.04","0.03","0","1"
"0.38","63","0","0.25","0","0.01","0","0","0","0","0.02","0.03","0","1"
"0.38","64","0","0.25","0","0.02","0","0","0","0","0.03","0.04","0","1"
"0.38","65","0","0.25","0","0.01","0","0","0","0","0.05","0.02","0","1"
"0.38","66","0","0.21","0","0.01","0","0","0","0","0.04","0.01","0","1"
"0.38","67","0","0.19","0","0","0","0","0","0","0.03","0.03","0","1"
"0.38","68","0","0.19","0.01","0","0","0","0","0","0.02","0.01","0","1"
"0.38","69","0","0.2","0.01","0","0","0","0","0","0.04","0.02","0.01","1"
"0.38","70","0","0.22","0","0","0","0","0","0","0.03","0.02","0.01","1"
"0.38","71","0","0.19","0","0","0","0","0","0","0.05","0.02","0.01","1"
"0.38","72","0","0.17","0","0","0","0","0","0","0.02","0.03","0","1"
"0.38","73","0","0.19","0","0","0","0","0","0","0.05","0.01","0","1"
"0.38","74","0","0.26","0.01","0","0","0","0","0","0.05","0.02","0","1"
"0.38","75","0","0.05","0","0","0","0","0","0","0.04","0.02","0","1"
"0.38","76","0","0.19","0","0.02","0.01","0","0","0","0.04","0.02","0.01","1"
"0.38","77","0","0.19","0.01","0","0.01","0","0","0","0.03","0.03","0.01","1"
"0.38","78","0","0.03","0","0","0","0","0","0.02","0","0","0","1"
"0.38","79","0","0.1","0.01","0","0","0","0","0.01","0.04","0.02","0","1"
"0.38","80","0","0.11","0","0","0","0","0","0","0.03","0.03","0","1"
"0.38","81","0","0.04","0","0","0","0.01","0.01","0.01","0.03","0.03","0","1"
"0.38","82","0","0.18","0","0.02","0","0.01","0.01","0.02","0.05","0.09","0.01","1"
"0.38","83","0","0.09","0.01","0","0","0.01","0.01","0.01","0.01","0.07","0.02","1"
"0.38","84","0.01","0.12","0","0","0.01","0.01","0.01","0.01","0.04","0.06","0.01","1"
"0.38","85","0.01","0.17","0.01","0.01","0.02","0.01","0.01","0.02","0.06","0.08","0.03","1"
"0.38","86","0.02","0.15","0.03","0.04","0.03","0.01","0.01","0.01","0.05","0.05","0.03","1"
"0.38","87","0","0.29","0.03","0.01","0.04","0.01","0.01","0.01","0.03","0.04","0.03","1"
"0.38","88","0.02","0.15","0","0","0","0.01","0.01","0.01","0.02","0.01","0.02","1"
"0.38","89","0.02","0.11","0","0","0","0.01","0.01","0.02","0.03","0","0.02","1"
"0.38","90","0.02","0.16","0.01","0","0.02","0.01","0.01","0.02","0.03","0.04","0.02","1"
"0.38","91","0.02","0.17","0.02","0","0.03","0.01","0.01","0.01","0.04","0.04","0.02","1"
"0.38","92","0.03","0.28","0.02","0","0.01","0.01","0.01","0.01","0.03","0.03","0.01","1"
"0.38","93","0.03","0.26","0","0.01","0.01","0.01","0.01","0.01","0.04","0.06","0.03","1"
"0.38","94","0.03","0.18","0.01","0","0.02","0.02","0.02","0.02","0.06","0.05","0.03","1"
"0.38","95","0.03","0.2","0.02","0.01","0.03","0.04","0.03","0.03","0.02","0.04","0.03","1"
"0.38","96","0.03","0.17","0.02","0.01","0.04","0.04","0.04","0.04","0.02","0.02","0.03","1"
"0.38","97","0.04","0.2","0.03","0","0.04","0.05","0.05","0.05","0.01","0.03","0.05","1"
"0.38","98","0.05","0.22","0.04","0.01","0.04","0.04","0.04","0.03","0.03","0.05","0.03","1"
"0.38","99","0.06","0.2","0.02","0.01","0.03","0.04","0.04","0.03","0.03","0.06","0.05","1"
"0.385","1","0","0.23","0.02","0.02","0.02","0.02","0.02","0.02","0.07","0.02","0.02","1"
"0.385","2","0","0.25","0.01","0.02","0.02","0.02","0.02","0.02","0.05","0.02","0.02","1"
"0.385","3","0.02","0.19","0.02","0.01","0.02","0.02","0.02","0.02","0.07","0.01","0.02","1"
"0.385","4","0.02","0.16","0.02","0.01","0.02","0.02","0.02","0.02","0.09","0.03","0.02","1"
"0.385","5","0.02","0.12","0.02","0.03","0.02","0.02","0.02","0.03","0.03","0.01","0.01","1"
"0.385","6","0.02","0.07","0.02","0.02","0.02","0.02","0.02","0.02","0.03","0.01","0.01","1"
"0.385","7","0.02","0.1","0.02","0.01","0.02","0.02","0.02","0.02","0.04","0.02","0.01","1"
"0.385","8","0.01","0.09","0.01","0","0.01","0.02","0.02","0.02","0.03","0.01","0.01","1"
"0.385","9","0","0.27","0.02","0.01","0.02","0.01","0.01","0.01","0.02","0","0","1"
"0.385","10","0","0.27","0.01","0.01","0.02","0.01","0.01","0.01","0.03","0.01","0.01","1"
"0.385","11","0.01","0.13","0.02","0","0.01","0.01","0.01","0.01","0.02","0","0.01","1"
"0.385","12","0.01","0.24","0.01","0","0.01","0.01","0.01","0.01","0.02","0","0.01","1"
"0.385","13","0.01","0.13","0.01","0","0.01","0.01","0.01","0.02","0.01","0","0.01","1"
"0.385","14","0.02","0.2","0.02","0.01","0.02","0.02","0.02","0.02","0.02","0","0.01","1"
"0.385","15","0.02","0.2","0.02","0.01","0.02","0.04","0.04","0.04","0.02","0.01","0.02","1"
"0.385","16","0.02","0.18","0.01","0.01","0.02","0.03","0.02","0.04","0.04","0.03","0.01","1"
"0.385","17","0","0.21","0.02","0.01","0.03","0.02","0.02","0.02","0.05","0.03","0.02","1"
"0.385","18","0","0.19","0.02","0.02","0.02","0.02","0.02","0.02","0.06","0.05","0.02","1"
"0.385","19","0","0.19","0.02","0.02","0.02","0.02","0.02","0.02","0.05","0.04","0.02","1"
"0.385","20","0.02","0.21","0.02","0.02","0.02","0.02","0.02","0.02","0.04","0.04","0.02","1"
"0.385","21","0.02","0.23","0.02","0.01","0.02","0.02","0.02","0.02","0.05","0.03","0.01","1"
"0.385","22","0.02","0.22","0.02","0","0.02","0.02","0.02","0.02","0.03","0.04","0.02","1"
"0.385","23","0.02","0.22","0.02","0","0.02","0.02","0.02","0.02","0.02","0.02","0.02","1"
"0.385","24","0","0.2","0.01","0","0.02","0.02","0.02","0.02","0.03","0.01","0.01","1"
"0.385","25","0","0.24","0.02","0","0.02","0.02","0.02","0.02","0.04","0.02","0.01","1"
"0.385","26","0","0.19","0.02","0","0.02","0.02","0.02","0.02","0.03","0.02","0.01","1"
"0.385","27","0","0.24","0.02","0","0.02","0.02","0.02","0.02","0.03","0.02","0.01","1"
"0.385","28","0","0.24","0.02","0","0.02","0.02","0.02","0.02","0.04","0.03","0.01","1"
"0.385","29","0","0.19","0.02","0","0.02","0.02","0.02","0.02","0.04","0.02","0.02","1"
"0.385","30","0","0.21","0.02","0","0.02","0.02","0.02","0.02","0.02","0.02","0","1"
"0.385","31","0","0.25","0.01","0","0.02","0.02","0.02","0.02","0.03","0.01","0.01","1"
"0.385","32","0","0.26","0.02","0","0.02","0.02","0.02","0.02","0.06","0.02","0.01","1"
"0.385","33","0.02","0.25","0.02","0","0.02","0.02","0.02","0.02","0.02","0.01","0.01","1"
"0.385","34","0","0.24","0.02","0","0.02","0.02","0.02","0.02","0.03","0.03","0.01","1"
"0.385","35","0","0.31","0.02","0","0.02","0.02","0.02","0.02","0.03","0.02","0.01","1"
"0.385","36","0","0.29","0.02","0","0.02","0.02","0.02","0.02","0.02","0.01","0.01","1"
"0.385","37","0.02","0.22","0.01","0","0.01","0.04","0.03","0.05","0.04","0.03","0.01","1"
"0.385","38","0.04","0.18","0.01","0","0.03","0.03","0.03","0.04","0.03","0.02","0.03","1"
"0.385","39","0","0.24","0.03","0","0.03","0.03","0.03","0.03","0.02","0","0.01","1"
"0.385","40","0","0.22","0.04","0","0.03","0.03","0.03","0.03","0.05","0.01","0.02","1"
"0.385","41","0","0.17","0.03","0","0.03","0.03","0.03","0.03","0.01","0.02","0.01","1"
"0.385","42","0","0.19","0.03","0","0.03","0.03","0.03","0.03","0.01","0.01","0.02","1"
"0.385","43","0.03","0.24","0.01","0","0.03","0.03","0.03","0.03","0.03","0.02","0.03","1"
"0.385","44","0.02","0.28","0.01","0.01","0.02","0.03","0.03","0.03","0.03","0.02","0.02","1"
"0.385","45","0.02","0.27","0.01","0.02","0.01","0.03","0.03","0.03","0.04","0.02","0","1"
"0.385","46","0.02","0.18","0.01","0","0.02","0.02","0.02","0.03","0.01","0.01","0.02","1"
"0.385","47","0.02","0.12","0.01","0","0.01","0.02","0.02","0.02","0.01","0","0","1"
"0.385","48","0.02","0.1","0.01","0","0.02","0.03","0.02","0.03","0.01","0.01","0.01","1"
"0.385","49","0.01","0.24","0.01","0","0.01","0.01","0.01","0.01","0.07","0.02","0.02","1"
"0.385","50","0.01","0.13","0.01","0","0.01","0.01","0.01","0.01","0.04","0.02","0.01","1"
"0.385","51","0.01","0.22","0.02","0.02","0.01","0.01","0.01","0.01","0.09","0.02","0.01","1"
"0.385","52","0","0.22","0.02","0.01","0.01","0.01","0.01","0.01","0.07","0.02","0.01","1"
"0.385","53","0","0.26","0.04","0","0.01","0.01","0.01","0.01","0.06","0.02","0.01","1"
"0.385","54","0","0.23","0.01","0.02","0.01","0.01","0.01","0.01","0.07","0.01","0.01","1"
"0.385","55","0","0.26","0.03","0.01","0.01","0.01","0.01","0.01","0.08","0.02","0.01","1"
"0.385","56","0","0.24","0.01","0.01","0.01","0.01","0.01","0.01","0.05","0.01","0.01","1"
"0.385","57","0","0.25","0.02","0.02","0.01","0.01","0.01","0.01","0.07","0.02","0.01","1"
"0.385","58","0","0.22","0.02","0","0.01","0.01","0.01","0.01","0.05","0.02","0.01","1"
"0.385","59","0","0.27","0.02","0.02","0.01","0.01","0.01","0.01","0.07","0.02","0.01","1"
"0.385","60","0","0.28","0.03","0.01","0.01","0.01","0.01","0.01","0.05","0","0.01","1"
"0.385","61","0","0.24","0.01","0","0.01","0.01","0.01","0.01","0.07","0.02","0.01","1"
"0.385","62","0","0.22","0.02","0.01","0.01","0.01","0.01","0.01","0.07","0.02","0.01","1"
"0.385","63","0","0.27","0.02","0.03","0.01","0.01","0.01","0.01","0.04","0.02","0.01","1"
"0.385","64","0","0.25","0.01","0.03","0.01","0.01","0.01","0.01","0.07","0.02","0.01","1"
"0.385","65","0","0.24","0.02","0.01","0.01","0.01","0.01","0.01","0.07","0.01","0.01","1"
"0.385","66","0.01","0.23","0.02","0.01","0.01","0.01","0.01","0.01","0.06","0.01","0.01","1"
"0.385","67","0.01","0.13","0.01","0","0.01","0.01","0.01","0.01","0.05","0.02","0.01","1"
"0.385","68","0.01","0.24","0.02","0","0.01","0.01","0.01","0.01","0.06","0.02","0.01","1"
"0.385","69","0","0.27","0.01","0","0.01","0.01","0.01","0.01","0.03","0.02","0.01","1"
"0.385","70","0","0.25","0.01","0","0.01","0.01","0.01","0.01","0.07","0.03","0.01","1"
"0.385","71","0","0.27","0.01","0.01","0.01","0.01","0.01","0.01","0.02","0.02","0.01","1"
"0.385","72","0.01","0.13","0.01","0","0.01","0.02","0.02","0.02","0.01","0","0.01","1"
"0.385","73","0.02","0.15","0.02","0","0.03","0.02","0.02","0.02","0.04","0.02","0.03","1"
"0.385","74","0.02","0.16","0.02","0.02","0.02","0.02","0.02","0.02","0.03","0.03","0.03","1"
"0.385","75","0.03","0.04","0.03","0","0.02","0.03","0.03","0.03","0","0.01","0.02","1"
"0.385","76","0","0.16","0.02","0.04","0.01","0.01","0.01","0","0.02","0.03","0.01","1"
"0.385","77","0","0.17","0.02","0.04","0.01","0.01","0.01","0","0.01","0.01","0.01","1"
"0.385","78","0","0.03","0.01","0","0.01","0.03","0.03","0.05","0","0.01","0","1"
"0.385","79","0","0.13","0.02","0.02","0","0.01","0","0.01","0.03","0.01","0","1"
"0.385","80","0","0.19","0.02","0","0","0","0","0","0","0.02","0","1"
"0.385","81","0","0.06","0","0","0","0.04","0.04","0.05","0.01","0","0","1"
"0.385","82","0.02","0.15","0","0.01","0.01","0.03","0.03","0.04","0.01","0.02","0.03","1"
"0.385","83","0.02","0.03","0.02","0","0.02","0.04","0.04","0.04","0.02","0.03","0.02","1"
"0.385","84","0.02","0.09","0.02","0.01","0.03","0.02","0.02","0.03","0.04","0.04","0.01","1"
"0.385","85","0.02","0.13","0.02","0.01","0.03","0.03","0.03","0.03","0.05","0.03","0.02","1"
"0.385","86","0.02","0.19","0.03","0","0.03","0.04","0.04","0.05","0.05","0.04","0.02","1"
"0.385","87","0.01","0.24","0.02","0","0.03","0.03","0.03","0.03","0.04","0.02","0.01","1"
"0.385","88","0.02","0.19","0.02","0","0.03","0.03","0.03","0.03","0.05","0.05","0.02","1"
"0.385","89","0.03","0.13","0.01","0","0.01","0.02","0.02","0.02","0.07","0.06","0.03","1"
"0.385","90","0.04","0.15","0.01","0","0.04","0.03","0.03","0.03","0.03","0.03","0.03","1"
"0.385","91","0.05","0.23","0.02","0.01","0.02","0.01","0.01","0.01","0.03","0.05","0.05","1"
"0.385","92","0.04","0.21","0.01","0.03","0.02","0.02","0.02","0.02","0.04","0.05","0.04","1"
"0.385","93","0.03","0.25","0.01","0","0.01","0.02","0.02","0.02","0.05","0.07","0.04","1"
"0.385","94","0.03","0.21","0","0","0.01","0.01","0.01","0.01","0.03","0.04","0.04","1"
"0.385","95","0.02","0.18","0.01","0","0.03","0.02","0.02","0.02","0.03","0.02","0.03","1"
"0.385","96","0","0.17","0","0.01","0.01","0.02","0.02","0.02","0.05","0.02","0.01","1"
"0.385","97","0.01","0.19","0.01","0.01","0.01","0.02","0.02","0.01","0.03","0.01","0.01","1"
"0.385","98","0.01","0.26","0.01","0.04","0","0.02","0.02","0.01","0.07","0.04","0.04","1"
"0.385","99","0.01","0.18","0","0.04","0.02","0.02","0.02","0.03","0.05","0.04","0.03","1"
"0.39","1","0","0.2","0.01","0","0.01","0.03","0.03","0.03","0.04","0.03","0.02","1"
"0.39","2","0","0.23","0.01","0","0.02","0.03","0.03","0.03","0.05","0.03","0.04","1"
"0.39","3","0.04","0.18","0.01","0.01","0.03","0.03","0.03","0.03","0.03","0.02","0.03","1"
"0.39","4","0.03","0.13","0.02","0","0.02","0.03","0.03","0.03","0.05","0.02","0.03","1"
"0.39","5","0.03","0.24","0.01","0.02","0.02","0.02","0.02","0.02","0.05","0.04","0.02","1"
"0.39","6","0.03","0.24","0.02","0.02","0.02","0.02","0.02","0.02","0.04","0.02","0.02","1"
"0.39","7","0.03","0.23","0.02","0.02","0.01","0.02","0.02","0.02","0.04","0.03","0.02","1"
"0.39","8","0.03","0.09","0.01","0","0.01","0.04","0.04","0.04","0.05","0.03","0.05","1"
"0.39","9","0","0.26","0.03","0.01","0.03","0.03","0.03","0.03","0.05","0.03","0.04","1"
"0.39","10","0","0.3","0.04","0.01","0.03","0.03","0.03","0.03","0.06","0.02","0.05","1"
"0.39","11","0.04","0.23","0.03","0","0.04","0.03","0.03","0.03","0.03","0.02","0.04","1"
"0.39","12","0.02","0.23","0.01","0","0.01","0.02","0.02","0.02","0.03","0.02","0.01","1"
"0.39","13","0.01","0.2","0","0","0","0.02","0.02","0.02","0.02","0.03","0.01","1"
"0.39","14","0.02","0.18","0","0","0.01","0.01","0.01","0.02","0.03","0.01","0.02","1"
"0.39","15","0","0.16","0.01","0","0","0.01","0","0.01","0.02","0.02","0.02","1"
"0.39","16","0","0.22","0","0.01","0","0.01","0.01","0.01","0.01","0.04","0.02","1"
"0.39","17","0","0.24","0","0.01","0","0.01","0.01","0.01","0.04","0.04","0.02","1"
"0.39","18","0","0.22","0","0.02","0.01","0.01","0.01","0.01","0.04","0.04","0.02","1"
"0.39","19","0","0.25","0.01","0.02","0.01","0.01","0.01","0.01","0.02","0.03","0.01","1"
"0.39","20","0","0.24","0","0.01","0","0.02","0.02","0.01","0.02","0.01","0.01","1"
"0.39","21","0","0.17","0","0.01","0","0.01","0.01","0.01","0.01","0","0","1"
"0.39","22","0","0.18","0","0","0.01","0.01","0.01","0.01","0.01","0.01","0.01","1"
"0.39","23","0","0.17","0","0.01","0","0.01","0.01","0","0.02","0.02","0","1"
"0.39","24","0","0.18","0","0","0.01","0.01","0.01","0","0.02","0.01","0.01","1"
"0.39","25","0","0.17","0","0.01","0.01","0.01","0.01","0","0.03","0.02","0.01","1"
"0.39","26","0","0.2","0","0","0","0.01","0.01","0","0","0.02","0.01","1"
"0.39","27","0","0.16","0","0.01","0","0.01","0.01","0","0.01","0","0.01","1"
"0.39","28","0","0.17","0","0","0","0.01","0.01","0","0.01","0.01","0","1"
"0.39","29","0","0.18","0.01","0","0.01","0.01","0.01","0","0.02","0.01","0","1"
"0.39","30","0","0.19","0","0.01","0","0.01","0.01","0","0.02","0.01","0.01","1"
"0.39","31","0","0.2","0.01","0","0.01","0.01","0.01","0","0.02","0.01","0.01","1"
"0.39","32","0","0.16","0","0.01","0.01","0.01","0.01","0","0.02","0.01","0.01","1"
"0.39","33","0","0.15","0","0","0.01","0.01","0.01","0","0.03","0.01","0.01","1"
"0.39","34","0","0.15","0.01","0.01","0","0","0","0","0.02","0","0","1"
"0.39","35","0","0.15","0.01","0.01","0","0","0","0","0.03","0","0","1"
"0.39","36","0","0.17","0.01","0.01","0","0","0","0","0.02","0","0.01","1"
"0.39","37","0","0.13","0","0.01","0","0","0","0","0.03","0.01","0.01","1"
"0.39","38","0","0.19","0","0","0","0.01","0.01","0.01","0.04","0","0.01","1"
"0.39","39","0","0.21","0","0.01","0.01","0.01","0.01","0.01","0.05","0.01","0.01","1"
"0.39","40","0","0.25","0","0.01","0.01","0.01","0.01","0.02","0.05","0","0.01","1"
"0.39","41","0","0.24","0","0.01","0.01","0.01","0.01","0.01","0.05","0.01","0.01","1"
"0.39","42","0","0.27","0","0.01","0.01","0.01","0.01","0.01","0.06","0.01","0.01","1"
"0.39","43","0","0.21","0","0.01","0.01","0.01","0.01","0.01","0.05","0.02","0.01","1"
"0.39","44","0","0.25","0","0.01","0","0.01","0.01","0.01","0.05","0.02","0","1"
"0.39","45","0","0.24","0.01","0.02","0","0","0","0","0.02","0.02","0","1"
"0.39","46","0","0.2","0","0","0","0.01","0.01","0.01","0.05","0.01","0","1"
"0.39","47","0.01","0.15","0.01","0","0.01","0.01","0.01","0.01","0","0.02","0.01","1"
"0.39","48","0.01","0.06","0.01","0","0.01","0.01","0.01","0.02","0.01","0","0","1"
"0.39","49","0.01","0.25","0.01","0","0.01","0.02","0.02","0.02","0.07","0.02","0.01","1"
"0.39","50","0","0.11","0","0","0.01","0.03","0.02","0.03","0.05","0","0.01","1"
"0.39","51","0","0.17","0","0","0","0","0","0","0.04","0.01","0.01","1"
"0.39","52","0","0.15","0.01","0","0","0","0","0","0.05","0.01","0.01","1"
"0.39","53","0","0.21","0","0","0","0","0","0","0.05","0.02","0.01","1"
"0.39","54","0","0.19","0.01","0","0","0","0","0","0.04","0.01","0.01","1"
"0.39","55","0","0.16","0.01","0","0","0","0","0","0.05","0","0.01","1"
"0.39","56","0","0.22","0","0","0.01","0","0","0","0.05","0.01","0.01","1"
"0.39","57","0","0.19","0","0","0","0","0","0","0.03","0.01","0.01","1"
"0.39","58","0","0.16","0","0","0","0","0","0","0.04","0.01","0.01","1"
"0.39","59","0","0.18","0","0","0","0","0","0","0.05","0.01","0.01","1"
"0.39","60","0","0.2","0","0","0","0","0","0","0.04","0.02","0.01","1"
"0.39","61","0","0.18","0","0","0","0","0","0","0.06","0.01","0.01","1"
"0.39","62","0","0.18","0","0","0.01","0","0","0","0.04","0.01","0.01","1"
"0.39","63","0","0.18","0","0","0","0","0","0","0.04","0.01","0.01","1"
"0.39","64","0","0.19","0.01","0","0","0","0","0","0.05","0.01","0.01","1"
"0.39","65","0","0.2","0","0","0","0","0","0","0.03","0.01","0.01","1"
"0.39","66","0","0.2","0","0","0","0","0","0","0.06","0.02","0.01","1"
"0.39","67","0","0.14","0.01","0","0","0.01","0","0.01","0.01","0.01","0.01","1"
"0.39","68","0.01","0.27","0.02","0.03","0.01","0","0","0","0.05","0.03","0","1"
"0.39","69","0","0.31","0.01","0.03","0","0","0","0","0.03","0.03","0","1"
"0.39","70","0","0.28","0","0.03","0","0","0","0","0.05","0.04","0","1"
"0.39","71","0","0.32","0.01","0.01","0","0","0","0","0.03","0.01","0.01","1"
"0.39","72","0.01","0.14","0.01","0.01","0","0.01","0.01","0.01","0.03","0.02","0","1"
"0.39","73","0.01","0.16","0.01","0.01","0.01","0.01","0.01","0.01","0.04","0.02","0.01","1"
"0.39","74","0.01","0.17","0.02","0.02","0.01","0.01","0.01","0.01","0.04","0.04","0.01","1"
"0.39","75","0.01","0.1","0.02","0","0.01","0.02","0.01","0.03","0.04","0.02","0","1"
"0.39","76","0","0.22","0.02","0.05","0.01","0.01","0.01","0.01","0.03","0.02","0.01","1"
"0.39","77","0","0.21","0.02","0.04","0.02","0.01","0.01","0.02","0.04","0.03","0.01","1"
"0.39","78","0.01","0.06","0.01","0","0.02","0.06","0.05","0.06","0.01","0.02","0.02","1"
"0.39","79","0.04","0.14","0.03","0","0.04","0.04","0.03","0.03","0.07","0.04","0.04","1"
"0.39","80","0.03","0.16","0.02","0.02","0.01","0.03","0.03","0.03","0.06","0.06","0.04","1"
"0.39","81","0.02","0.04","0.01","0","0.01","0.03","0.03","0.03","0.04","0.01","0.02","1"
"0.39","82","0.02","0.16","0.02","0.04","0.02","0.03","0.03","0.02","0.07","0.04","0.02","1"
"0.39","83","0.02","0.09","0.01","0","0.01","0.04","0.04","0.05","0.01","0.01","0.02","1"
"0.39","84","0","0.07","0","0","0","0.02","0.01","0.02","0.03","0.02","0","1"
"0.39","85","0.01","0.22","0.01","0","0.01","0.01","0.01","0.01","0.06","0.06","0","1"
"0.39","86","0.01","0.27","0.02","0.01","0.02","0.02","0.02","0.02","0.07","0.04","0.01","1"
"0.39","87","0.01","0.26","0.01","0","0.02","0.02","0.02","0.02","0.07","0.03","0.02","1"
"0.39","88","0.02","0.12","0","0","0","0.02","0.02","0.02","0.05","0.01","0.01","1"
"0.39","89","0.01","0.11","0.01","0","0.01","0.02","0.02","0.02","0.03","0.01","0.02","1"
"0.39","90","0.01","0.12","0","0","0","0.03","0.03","0.03","0.06","0.04","0.01","1"
"0.39","91","0.03","0.22","0.04","0","0.03","0.03","0.03","0.04","0.05","0.01","0.03","1"
"0.39","92","0.03","0.25","0.04","0","0.03","0.03","0.03","0.03","0.07","0.02","0.03","1"
"0.39","93","0.03","0.25","0.04","0.01","0.03","0.03","0.03","0.03","0.06","0.02","0.03","1"
"0.39","94","0.03","0.21","0.03","0.01","0.03","0.03","0.03","0.03","0.06","0.06","0.03","1"
"0.39","95","0.03","0.16","0.01","0.04","0.03","0.04","0.04","0.04","0.05","0.05","0.03","1"
"0.39","96","0.03","0.12","0.01","0","0.03","0.03","0.03","0.04","0.03","0.02","0.04","1"
"0.39","97","0.03","0.18","0.01","0","0.03","0.03","0.03","0.03","0.05","0.04","0.04","1"
"0.39","98","0.03","0.24","0.04","0.01","0.03","0.02","0.02","0.02","0.07","0.04","0.03","1"
"0.39","99","0.03","0.21","0.03","0.02","0.04","0.02","0.02","0.02","0.06","0.02","0.01","1"
"0.395","1","0","0.150684931506849","0.0136986301369863","0.0136986301369863","0.0136986301369863","0.0136986301369863","0.0136986301369863","0.0136986301369863","0.0273972602739726","0.0273972602739726","0.0136986301369863","1"
"0.395","2","0","0.10958904109589","0.0136986301369863","0.0136986301369863","0.0136986301369863","0.0136986301369863","0.0136986301369863","0.0136986301369863","0","0.0136986301369863","0.0136986301369863","1"
"0.395","3","0.0273972602739726","0.10958904109589","0.0136986301369863","0","0.0136986301369863","0.0136986301369863","0.0136986301369863","0.0136986301369863","0.0136986301369863","0","0.0136986301369863","1"
"0.395","4","0","0.10958904109589","0.0273972602739726","0.0136986301369863","0.0136986301369863","0.0136986301369863","0.0136986301369863","0.0136986301369863","0.0410958904109589","0.0136986301369863","0.0136986301369863","1"
"0.395","5","0","0.164383561643836","0.0136986301369863","0.0136986301369863","0","0","0","0","0.0547945205479452","0.0273972602739726","0.0136986301369863","1"
"0.395","6","0","0.219178082191781","0","0.0273972602739726","0","0","0","0","0.0410958904109589","0.0136986301369863","0","1"
"0.395","7","0","0.191780821917808","0.0136986301369863","0.0136986301369863","0","0","0","0","0","0","0.0136986301369863","1"
"0.395","8","0.0136986301369863","0.10958904109589","0","0","0.0136986301369863","0.0136986301369863","0.0136986301369863","0.0136986301369863","0","0.0136986301369863","0.0136986301369863","1"
"0.395","9","0","0.178082191780822","0.0136986301369863","0","0.0136986301369863","0.0136986301369863","0.0136986301369863","0.0136986301369863","0.0410958904109589","0.0273972602739726","0.0136986301369863","1"
"0.395","10","0","0.191780821917808","0.0136986301369863","0","0.0136986301369863","0.0136986301369863","0.0136986301369863","0.0136986301369863","0.0410958904109589","0.0136986301369863","0.0273972602739726","1"
"0.395","11","0.0273972602739726","0.10958904109589","0.0136986301369863","0","0.0136986301369863","0.0273972602739726","0.0136986301369863","0.0136986301369863","0.0410958904109589","0.0136986301369863","0.0273972602739726","1"
"0.395","12","0.0136986301369863","0.150684931506849","0.0136986301369863","0","0.0273972602739726","0.0136986301369863","0.0136986301369863","0.0136986301369863","0.0273972602739726","0.0136986301369863","0","1"
"0.395","13","0.0136986301369863","0.219178082191781","0.0136986301369863","0","0.0136986301369863","0.0136986301369863","0.0136986301369863","0.0136986301369863","0.0273972602739726","0.0136986301369863","0","1"
"0.395","14","0.0136986301369863","0.164383561643836","0.0136986301369863","0","0.0136986301369863","0.0136986301369863","0.0136986301369863","0.0136986301369863","0","0.0136986301369863","0.0136986301369863","1"
"0.395","15","0.0273972602739726","0.150684931506849","0.0136986301369863","0","0.0136986301369863","0.0273972602739726","0.0273972602739726","0.0273972602739726","0","0","0.0136986301369863","1"
