"h","window","pI","D","fD","Het","RD","Q95","Q90","Qmax","U0","U20","U50","U80"
"0.035","17","0","0.21","0.01","0.03","0.01","0.01","0.01","0.01","0.01","0.03","0.02","1"
"0.035","18","0","0.2","0.02","0.04","0.01","0.01","0.01","0.01","0.01","0.01","0.01","1"
"0.035","19","0","0.2","0.02","0.04","0.01","0.01","0.01","0.01","0.03","0.05","0.02","1"
"0.035","20","0.03","0.15","0.01","0.03","0.01","0.01","0.01","0.01","0.01","0.03","0.02","1"
"0.035","21","0.05","0.14","0.02","0.04","0.03","0.02","0.02","0.01","0.02","0.03","0.02","1"
"0.035","22","0.05","0.14","0.02","0.05","0.01","0.01","0.01","0.01","0.01","0.02","0.02","1"
"0.035","23","0.04","0.19","0.03","0.11","0.01","0.01","0.01","0.01","0.02","0.02","0","1"
"0.035","24","0","0.18","0.04","0.11","0.02","0.01","0.01","0.01","0.02","0.02","0.02","1"
"0.035","25","0","0.16","0.04","0.13","0.01","0.01","0.01","0.01","0.02","0.01","0.01","1"
"0.035","26","0","0.18","0.03","0.14","0.04","0.01","0.01","0.01","0.02","0.02","0.01","1"
"0.035","27","0","0.18","0.04","0.11","0.02","0.01","0.01","0.01","0.02","0.02","0.01","1"
"0.035","28","0","0.18","0.04","0.15","0.03","0.01","0.01","0.01","0.02","0.04","0","1"
"0.035","29","0","0.22","0.04","0.12","0.03","0.01","0.01","0.01","0.03","0.03","0.02","1"
"0.035","30","0","0.18","0.04","0.13","0.03","0.01","0.01","0.01","0.03","0.03","0.02","1"
"0.035","31","0","0.18","0.04","0.14","0.03","0.01","0.01","0.01","0.03","0.03","0.02","1"
"0.035","32","0","0.17","0.04","0.13","0.02","0.01","0.01","0.01","0.02","0.02","0.03","1"
"0.035","33","0.04","0.14","0.01","0.09","0.01","0.01","0.01","0.01","0.04","0","0.02","1"
"0.035","34","0","0.24","0.01","0.08","0.01","0.01","0.01","0.01","0.02","0.02","0.02","1"
"0.035","35","0","0.27","0.02","0.07","0.01","0.01","0.01","0.01","0.03","0.01","0.02","1"
"0.035","36","0","0.26","0.02","0.09","0.01","0.01","0.01","0.01","0.01","0","0.02","1"
"0.035","37","0.01","0.15","0.01","0.05","0.01","0.01","0.01","0.02","0.02","0","0.02","1"
"0.035","38","0.02","0.23","0.02","0.03","0.01","0.01","0.01","0.01","0.03","0.02","0.02","1"
"0.035","39","0","0.24","0.02","0.04","0.01","0.01","0.01","0.01","0.03","0.05","0.02","1"
"0.035","40","0","0.26","0.02","0.06","0.02","0.01","0.01","0.01","0.04","0.04","0.02","1"
"0.035","41","0","0.27","0.02","0.06","0.01","0.01","0.01","0.01","0.02","0.04","0.02","1"
"0.035","42","0","0.25","0.01","0.03","0.01","0.01","0.01","0.01","0.05","0.05","0.02","1"
"0.035","43","0.01","0.25","0.02","0.03","0.02","0.01","0.01","0.01","0.03","0.02","0.01","1"
"0.035","44","0.01","0.21","0.02","0.01","0.01","0.02","0.02","0.02","0.06","0.03","0.02","1"
"0.035","45","0.02","0.19","0.04","0","0.02","0.02","0.02","0.02","0.05","0.04","0.02","1"
"0.035","46","0.02","0.08","0.01","0","0.02","0.02","0.02","0.02","0.03","0.03","0.02","1"
"0.035","47","0.02","0.2","0.01","0","0.01","0.03","0.03","0.03","0.05","0.04","0.02","1"
"0.035","48","0.05","0.13","0.02","0","0.02","0.05","0.05","0.05","0.04","0.06","0.05","1"
"0.035","49","0.04","0.29","0.06","0.04","0.05","0.04","0.04","0.04","0.05","0.02","0.04","1"
"0.035","50","0.04","0.19","0.03","0","0.03","0.06","0.06","0.06","0.02","0.05","0.05","1"
"0.035","51","0.05","0.28","0.04","0.02","0.06","0.04","0.03","0.03","0.09","0.06","0.05","1"
"0.035","52","0","0.31","0.04","0.03","0.04","0.03","0.03","0.03","0.09","0.03","0.04","1"
"0.035","53","0","0.33","0.01","0.05","0.05","0.03","0.03","0.03","0.07","0.05","0.04","1"
"0.035","54","0","0.31","0.03","0.04","0.03","0.03","0.03","0.03","0.06","0.02","0.05","1"
"0.035","55","0","0.33","0.05","0.05","0.06","0.03","0.03","0.03","0.06","0.03","0.05","1"
"0.035","56","0","0.3","0.03","0.05","0.06","0.03","0.03","0.03","0.1","0.06","0.04","1"
"0.035","57","0","0.31","0.02","0.04","0.04","0.03","0.03","0.03","0.05","0.03","0.04","1"
"0.035","58","0","0.27","0.02","0.05","0.05","0.03","0.03","0.03","0.06","0.03","0.04","1"
"0.035","59","0","0.31","0.02","0.05","0.05","0.03","0.03","0.03","0.07","0.03","0.04","1"
"0.035","60","0","0.27","0.04","0.05","0.05","0.03","0.03","0.03","0.09","0.02","0.04","1"
"0.035","61","0","0.29","0.01","0.05","0.03","0.03","0.03","0.03","0.07","0.02","0.03","1"
"0.035","62","0","0.29","0.01","0.05","0.05","0.03","0.03","0.03","0.09","0.03","0.04","1"
"0.035","63","0","0.31","0.03","0.05","0.05","0.03","0.03","0.03","0.05","0.03","0.05","1"
"0.035","64","0","0.33","0.03","0.06","0.05","0.03","0.03","0.03","0.07","0.04","0.06","1"
"0.035","65","0","0.32","0.04","0.04","0.05","0.03","0.03","0.03","0.09","0.03","0.06","1"
"0.035","66","0.05","0.31","0.03","0.05","0.04","0.03","0.03","0.03","0.08","0.03","0.06","1"
"0.035","67","0.05","0.27","0.03","0.01","0.05","0.05","0.05","0.05","0.06","0.04","0.04","1"
"0.035","68","0.04","0.3","0.04","0.03","0.05","0.05","0.05","0.05","0.04","0.03","0.05","1"
"0.035","69","0","0.36","0.03","0.02","0.04","0.05","0.05","0.05","0.02","0.03","0.05","1"
"0.035","70","0","0.34","0.04","0.01","0.04","0.05","0.05","0.05","0.04","0.02","0.04","1"
"0.035","71","0","0.33","0.04","0.03","0.04","0.05","0.05","0.05","0.03","0.02","0.06","1"
"0.035","72","0.04","0.21","0.04","0","0.05","0.05","0.05","0.05","0.08","0.08","0.05","1"
"0.035","73","0.03","0.29","0.03","0","0.03","0.03","0.03","0.03","0.07","0.05","0.06","1"
"0.035","74","0.03","0.31","0.04","0.02","0.02","0.02","0.02","0.02","0.12","0.08","0.03","1"
"0.035","75","0.02","0.09","0","0","0","0.04","0.04","0.04","0.04","0.01","0.02","1"
"0.035","76","0.01","0.24","0","0.01","0","0.01","0.01","0.01","0.08","0.05","0.02","1"
"0.035","77","0","0.23","0.01","0.02","0.03","0.01","0.01","0.01","0.08","0.03","0.02","1"
"0.035","78","0.02","0.03","0.01","0","0.03","0.05","0.05","0.05","0.07","0.05","0.03","1"
"0.035","79","0.04","0.19","0.01","0","0.03","0.04","0.03","0.03","0.05","0.04","0.03","1"
"0.035","80","0.04","0.23","0.02","0","0.01","0.03","0.03","0.03","0.1","0.07","0.01","1"
"0.035","81","0.02","0.06","0.01","0","0.02","0.04","0.04","0.05","0.07","0.06","0.04","1"
"0.035","82","0.05","0.16","0.02","0.01","0.03","0.05","0.05","0.05","0.05","0.05","0.07","1"
"0.035","83","0.03","0.02","0.02","0","0.03","0.04","0.04","0.05","0.01","0.01","0.04","1"
"0.035","84","0.02","0.04","0.01","0","0.02","0.03","0.03","0.04","0.04","0.04","0.03","1"
"0.035","85","0.03","0.15","0.02","0.03","0.02","0.03","0.02","0.03","0.04","0.02","0.02","1"
"0.035","86","0.03","0.19","0.03","0.01","0.03","0.01","0.01","0.01","0.05","0.06","0.03","1"
"0.035","87","0.03","0.22","0.03","0.01","0.02","0.01","0.01","0.02","0.04","0.05","0.03","1"
"0.035","88","0.03","0.11","0.03","0","0.02","0.02","0.02","0.02","0.06","0.04","0.03","1"
"0.035","89","0.02","0.14","0.01","0","0.01","0.03","0.03","0.03","0.01","0.04","0.04","1"
"0.035","90","0.01","0.15","0","0.01","0.01","0.01","0.01","0.02","0.05","0.03","0.02","1"
"0.035","91","0.02","0.26","0.02","0.03","0.01","0.01","0.01","0.01","0.06","0.06","0.03","1"
"0.035","92","0.02","0.27","0.01","0.05","0.01","0.01","0.01","0.01","0.07","0.06","0.04","1"
"0.035","93","0.02","0.31","0.01","0.04","0.01","0.02","0.02","0.02","0.05","0.07","0.04","1"
"0.035","94","0.02","0.2","0","0.02","0.01","0.03","0.02","0.03","0.03","0.05","0.03","1"
"0.035","95","0.02","0.24","0","0","0","0.01","0.01","0.01","0.05","0.04","0","1"
"0.035","96","0.01","0.2","0","0","0","0.01","0.01","0","0.07","0.05","0.01","1"
"0.035","97","0.02","0.18","0.01","0","0.01","0.02","0.02","0.01","0.04","0.02","0.03","1"
"0.035","98","0.02","0.23","0.01","0.02","0.02","0.02","0.02","0.02","0.05","0.04","0.02","1"
"0.035","99","0.02","0.21","0.01","0.03","0","0.03","0.03","0.03","0.07","0.04","0.03","1"
"0.04","1","0","0.22","0.02","0.02","0.01","0.01","0.01","0.01","0.03","0.01","0.01","1"
"0.04","2","0","0.23","0.02","0.03","0.01","0.01","0.01","0.01","0.04","0.02","0","1"
"0.04","3","0.02","0.13","0.01","0.02","0.01","0.01","0.01","0.01","0.04","0.03","0.01","1"
"0.04","4","0.02","0.22","0.01","0","0.02","0.01","0.01","0.01","0.03","0.03","0.01","1"
"0.04","5","0.02","0.21","0.01","0","0.01","0.01","0.01","0.01","0.02","0.02","0.02","1"
"0.04","6","0.02","0.23","0.01","0.02","0.01","0.01","0.01","0.01","0.06","0.03","0.02","1"
"0.04","7","0.01","0.2","0.01","0","0.02","0.01","0.01","0.01","0.07","0.06","0.02","1"
"0.04","8","0.01","0.04","0.01","0","0.01","0.02","0.01","0.03","0.03","0.01","0.01","1"
"0.04","9","0","0.32","0.02","0.02","0.03","0.02","0.02","0.02","0.06","0.04","0.02","1"
"0.04","10","0","0.29","0.01","0.01","0.03","0.02","0.02","0.02","0.06","0.02","0.02","1"
"0.04","11","0.02","0.23","0.01","0","0.01","0.02","0.02","0.02","0.06","0.03","0.03","1"
"0.04","12","0.05","0.27","0.02","0.02","0.04","0.04","0.03","0.04","0.05","0.03","0.03","1"
"0.04","13","0.04","0.22","0.02","0.01","0.04","0.04","0.04","0.05","0.03","0.02","0.03","1"
"0.04","14","0.03","0.24","0.01","0.02","0.03","0.03","0.03","0.03","0.01","0.01","0.03","1"
"0.04","15","0.03","0.18","0.01","0.01","0.05","0.03","0.03","0.03","0.04","0.02","0.03","1"
"0.04","16","0.03","0.21","0.02","0.01","0.03","0.03","0.03","0.03","0.07","0.05","0.02","1"
"0.04","17","0","0.29","0.01","0.04","0.03","0.03","0.03","0.03","0.04","0.05","0.02","1"
"0.04","18","0","0.29","0.03","0.05","0.03","0.03","0.03","0.03","0.04","0.03","0.01","1"
"0.04","19","0","0.31","0.02","0.04","0.03","0.03","0.03","0.03","0.05","0.11","0.03","1"
"0.04","20","0.03","0.24","0.02","0.04","0.03","0.03","0.03","0.03","0.02","0.02","0.02","1"
"0.04","21","0.03","0.19","0.03","0.04","0.01","0.02","0.02","0.02","0.04","0.04","0.02","1"
"0.04","22","0.02","0.27","0.02","0.09","0.04","0.02","0.02","0.02","0.07","0.06","0.02","1"
"0.04","23","0.02","0.22","0.04","0.05","0.02","0.02","0.02","0.02","0.02","0.03","0.02","1"
"0.04","24","0","0.26","0.03","0.05","0.01","0.02","0.02","0.02","0.02","0.03","0.03","1"
"0.04","25","0","0.24","0.04","0.05","0.01","0.02","0.02","0.02","0.01","0.03","0.02","1"
"0.04","26","0","0.24","0.02","0.05","0.01","0.02","0.02","0.02","0.02","0.04","0.01","1"
"0.04","27","0","0.26","0.03","0.04","0.02","0.02","0.02","0.02","0.02","0.06","0.03","1"
"0.04","28","0","0.25","0.03","0.05","0.01","0.02","0.02","0.02","0.04","0.05","0.02","1"
"0.04","29","0","0.25","0.06","0.05","0.02","0.02","0.02","0.02","0.02","0.06","0.03","1"
"0.04","30","0","0.24","0.07","0.05","0.01","0.02","0.02","0.02","0.05","0.06","0.02","1"
"0.04","31","0","0.28","0.03","0.06","0.01","0.02","0.02","0.02","0.02","0.04","0.02","1"
"0.04","32","0","0.27","0.05","0.06","0.02","0.02","0.02","0.02","0.01","0.06","0.02","1"
"0.04","33","0.02","0.17","0","0.08","0.02","0.02","0.02","0.02","0.03","0.05","0.02","1"
"0.04","34","0","0.23","0.01","0.11","0.01","0.02","0.02","0.02","0.02","0.03","0.02","1"
"0.04","35","0","0.22","0.01","0.1","0.01","0.02","0.02","0.02","0.02","0.06","0.01","1"
"0.04","36","0","0.23","0.01","0.12","0.02","0.02","0.02","0.02","0.06","0.09","0.01","1"
"0.04","37","0.02","0.13","0","0.08","0.01","0.02","0.02","0.02","0.07","0.07","0.01","1"
"0.04","38","0.02","0.23","0.02","0","0.02","0.02","0.02","0.02","0.05","0.03","0.05","1"
"0.04","39","0","0.3","0.02","0","0.01","0.02","0.02","0.02","0.04","0.03","0.04","1"
"0.04","40","0","0.25","0.02","0.04","0.01","0.02","0.02","0.02","0.03","0.06","0.04","1"
"0.04","41","0","0.29","0.03","0.03","0.02","0.02","0.02","0.02","0.07","0.05","0.04","1"
"0.04","42","0","0.28","0.02","0.01","0.02","0.02","0.02","0.02","0.06","0.04","0.03","1"
"0.04","43","0.04","0.23","0.02","0.01","0.03","0.03","0.03","0.03","0.06","0.05","0.06","1"
"0.04","44","0.04","0.22","0.03","0.02","0.02","0.03","0.03","0.03","0.07","0.07","0.06","1"
"0.04","45","0.03","0.24","0.02","0.02","0.02","0.03","0.03","0.03","0.06","0.05","0.05","1"
"0.04","46","0.03","0.16","0.02","0.02","0.02","0.04","0.03","0.03","0.08","0.07","0.05","1"
"0.04","47","0.05","0.23","0.04","0.02","0.03","0.03","0.03","0.03","0.05","0.06","0.03","1"
"0.04","48","0.03","0.09","0.01","0","0.02","0.03","0.02","0.04","0.02","0.04","0.03","1"
"0.04","49","0.01","0.33","0.03","0.01","0.04","0.04","0.04","0.04","0.1","0.07","0.03","1"
"0.04","50","0.02","0.11","0.02","0.01","0.02","0.04","0.04","0.04","0.11","0.06","0.03","1"
"0.04","51","0.04","0.28","0","0.01","0.02","0.02","0.02","0.02","0.04","0.05","0.04","1"
"0.04","52","0","0.26","0.02","0.03","0.02","0.02","0.02","0.02","0.06","0.05","0.03","1"
"0.04","53","0","0.25","0.02","0.02","0.03","0.02","0.02","0.02","0.06","0.04","0.04","1"
"0.04","54","0","0.29","0.01","0.03","0.03","0.02","0.02","0.02","0.05","0.07","0.04","1"
"0.04","55","0","0.28","0.02","0.01","0.02","0.02","0.02","0.02","0.05","0.05","0.04","1"
"0.04","56","0","0.29","0.02","0.03","0.02","0.02","0.02","0.02","0.07","0.05","0.04","1"
"0.04","57","0","0.24","0.02","0.03","0.03","0.02","0.02","0.02","0.07","0.06","0.03","1"
"0.04","58","0","0.28","0.01","0.03","0.03","0.02","0.02","0.02","0.05","0.06","0.03","1"
"0.04","59","0","0.27","0.02","0.04","0.01","0.02","0.02","0.02","0.07","0.05","0.04","1"
"0.04","60","0","0.24","0.02","0.03","0.02","0.02","0.02","0.02","0.05","0.04","0.04","1"
"0.04","61","0","0.26","0.02","0.01","0.02","0.02","0.02","0.02","0.07","0.07","0.04","1"
"0.04","62","0","0.27","0.02","0.01","0.02","0.02","0.02","0.02","0.05","0.06","0.04","1"
"0.04","63","0","0.26","0.04","0.05","0.03","0.02","0.02","0.02","0.09","0.07","0.03","1"
"0.04","64","0","0.28","0.03","0.02","0.04","0.02","0.02","0.02","0.05","0.04","0.04","1"
"0.04","65","0","0.26","0.03","0.02","0.03","0.02","0.02","0.02","0.08","0.05","0.03","1"
"0.04","66","0.04","0.29","0.02","0.02","0.03","0.02","0.02","0.02","0.07","0.07","0.04","1"
"0.04","67","0.03","0.21","0.02","0.01","0.01","0.03","0.03","0.03","0.07","0.06","0.02","1"
"0.04","68","0.01","0.3","0.01","0.02","0.01","0.02","0.02","0.02","0.03","0.04","0.01","1"
"0.04","69","0","0.34","0.01","0.02","0.01","0.02","0.02","0.02","0.06","0.06","0.01","1"
"0.04","70","0","0.35","0.01","0.03","0.01","0.02","0.02","0.02","0.04","0.03","0.01","1"
"0.04","71","0","0.32","0.01","0.05","0.01","0.02","0.02","0.02","0.06","0.03","0.01","1"
"0.04","72","0.01","0.19","0.01","0.01","0.01","0.02","0.02","0.02","0.03","0.03","0.01","1"
"0.04","73","0.01","0.22","0.01","0.01","0.01","0.01","0.01","0.01","0.05","0.05","0.01","1"
"0.04","74","0.01","0.22","0.02","0.05","0.01","0.01","0.01","0.01","0.09","0.04","0","1"
"0.04","75","0.01","0.08","0","0.01","0","0.02","0.02","0.02","0.05","0.03","0.02","1"
"0.04","76","0","0.23","0.01","0.01","0.02","0.01","0.01","0.01","0.06","0.02","0.02","1"
"0.04","77","0","0.24","0.02","0.01","0.02","0.01","0.01","0.01","0.07","0.04","0.02","1"
"0.04","78","0.02","0.02","0.02","0","0.02","0.04","0.04","0.06","0.02","0","0.02","1"
"0.04","79","0.03","0.08","0.03","0.02","0.03","0.03","0.03","0.03","0.06","0.06","0.03","1"
"0.04","80","0.04","0.25","0.03","0.02","0.04","0.05","0.05","0.05","0.03","0.02","0.02","1"
"0.04","81","0.02","0.03","0.01","0","0.02","0.06","0.04","0.07","0.03","0.04","0.02","1"
"0.04","82","0.03","0.15","0.02","0.04","0.03","0.03","0.03","0.03","0.05","0.06","0.04","1"
"0.04","83","0.05","0.07","0.02","0","0.02","0.03","0.03","0.04","0.05","0.03","0.04","1"
"0.04","84","0.04","0.1","0.03","0","0.03","0.03","0.03","0.03","0.03","0.02","0.04","1"
"0.04","85","0.03","0.18","0.03","0","0.02","0.02","0.02","0.02","0.07","0.01","0.03","1"
"0.04","86","0.05","0.21","0.03","0.01","0.03","0.04","0.04","0.04","0.03","0.02","0.03","1"
"0.04","87","0.03","0.28","0.03","0.01","0.04","0.03","0.03","0.03","0.05","0.04","0.03","1"
"0.04","88","0.04","0.14","0.04","0","0.02","0.03","0.03","0.04","0.02","0.02","0.03","1"
"0.04","89","0.03","0.1","0.02","0","0.02","0.03","0.02","0.03","0","0.01","0.04","1"
"0.04","90","0.03","0.22","0.03","0.01","0.03","0.04","0.04","0.04","0.03","0.05","0.04","1"
"0.04","91","0.04","0.28","0.03","0.04","0.03","0.03","0.03","0.03","0.06","0.04","0.07","1"
"0.04","92","0.06","0.28","0.04","0.01","0.06","0.04","0.04","0.04","0.08","0.04","0.05","1"
"0.04","93","0.07","0.34","0.03","0.01","0.04","0.04","0.04","0.05","0.06","0.07","0.06","1"
"0.04","94","0.07","0.22","0.03","0.01","0.06","0.08","0.07","0.07","0.03","0.04","0.06","1"
"0.04","95","0.08","0.23","0.06","0","0.07","0.08","0.08","0.06","0.06","0.12","0.07","1"
"0.04","96","0.07","0.24","0.05","0","0.07","0.08","0.08","0.07","0.05","0.07","0.08","1"
"0.04","97","0.07","0.22","0.06","0.01","0.06","0.07","0.07","0.06","0.06","0.06","0.05","1"
"0.04","98","0.08","0.2","0.05","0.01","0.05","0.08","0.08","0.06","0.07","0.05","0.06","1"
"0.04","99","0.07","0.23","0.05","0.01","0.05","0.09","0.09","0.07","0.02","0.05","0.05","1"
"0.045","1","0","0.23","0.02","0.02","0.03","0.03","0.03","0.03","0.04","0.05","0.06","1"
"0.045","2","0","0.25","0.04","0.05","0.04","0.03","0.03","0.03","0.04","0.05","0.06","1"
"0.045","3","0.05","0.13","0.03","0.02","0.03","0.03","0.03","0.03","0.05","0.06","0.06","1"
"0.045","4","0.05","0.21","0.03","0.01","0.06","0.04","0.04","0.04","0.07","0.02","0.06","1"
"0.045","5","0.03","0.27","0.02","0","0.04","0.04","0.04","0.04","0.05","0.05","0.05","1"
"0.045","6","0.03","0.2","0.03","0.04","0.04","0.03","0.03","0.03","0.08","0.06","0.05","1"
"0.045","7","0.03","0.21","0.03","0.05","0.04","0.03","0.03","0.03","0.02","0.04","0.03","1"
"0.045","8","0.04","0.08","0.03","0","0.03","0.07","0.07","0.08","0.03","0.06","0.05","1"
"0.045","9","0","0.28","0.02","0.03","0.01","0.04","0.04","0.03","0.02","0.01","0.03","1"
"0.045","10","0","0.29","0.01","0.01","0.01","0.04","0.04","0.03","0.04","0.03","0.03","1"
"0.045","11","0.04","0.17","0.03","0","0.03","0.04","0.04","0.04","0.02","0.02","0.06","1"
"0.045","12","0.04","0.19","0.02","0.02","0.04","0.04","0.04","0.04","0.05","0.04","0.03","1"
"0.045","13","0.02","0.25","0.02","0.01","0.02","0.03","0.03","0.03","0.04","0.04","0.05","1"
"0.045","14","0.03","0.28","0.01","0","0.01","0.02","0.02","0.02","0.05","0.02","0.03","1"
"0.045","15","0.04","0.17","0","0","0.01","0.04","0.04","0.05","0.06","0.02","0.03","1"
"0.045","16","0.06","0.24","0.01","0.03","0.02","0.06","0.06","0.04","0.07","0.09","0.05","1"
"0.045","17","0","0.32","0.02","0.05","0.04","0.05","0.05","0.03","0.07","0.1","0.04","1"
"0.045","18","0","0.33","0.02","0.05","0.02","0.05","0.05","0.03","0.07","0.08","0.04","1"
"0.045","19","0","0.31","0.02","0.03","0.03","0.05","0.05","0.03","0.04","0.04","0.06","1"
"0.045","20","0.07","0.28","0.03","0.03","0.03","0.06","0.06","0.03","0.05","0.07","0.06","1"
"0.045","21","0.07","0.32","0.03","0.01","0.02","0.06","0.06","0.04","0.01","0.02","0.03","1"
"0.045","22","0.06","0.29","0.04","0.03","0.03","0.05","0.05","0.04","0.03","0.07","0.06","1"
"0.045","23","0.06","0.27","0.04","0.07","0.06","0.06","0.06","0.06","0.01","0.03","0.06","1"
"0.045","24","0","0.32","0.05","0.12","0.05","0.06","0.06","0.06","0.02","0.05","0.06","1"
"0.045","25","0","0.29","0.05","0.11","0.03","0.06","0.06","0.06","0","0.02","0.08","1"
"0.045","26","0","0.31","0.05","0.1","0.04","0.06","0.06","0.06","0.03","0.02","0.08","1"
"0.045","27","0","0.27","0.05","0.1","0.06","0.06","0.06","0.06","0.02","0.05","0.08","1"
"0.045","28","0","0.33","0.05","0.09","0.06","0.06","0.06","0.06","0.03","0.03","0.08","1"
"0.045","29","0","0.33","0.07","0.1","0.06","0.06","0.06","0.06","0.03","0.06","0.07","1"
"0.045","30","0","0.33","0.07","0.11","0.05","0.06","0.06","0.06","0.02","0.04","0.09","1"
"0.045","31","0","0.3","0.05","0.12","0.06","0.06","0.06","0.06","0.03","0.04","0.09","1"
"0.045","32","0","0.32","0.06","0.11","0.05","0.06","0.06","0.06","0.02","0.02","0.07","1"
"0.045","33","0.06","0.2","0.03","0.05","0.06","0.08","0.08","0.08","0.01","0.04","0.08","1"
"0.045","34","0","0.29","0.03","0.07","0.05","0.07","0.07","0.06","0.03","0.03","0.09","1"
"0.045","35","0","0.28","0.05","0.07","0.04","0.07","0.07","0.06","0.03","0.04","0.06","1"
"0.045","36","0","0.32","0.05","0.1","0.05","0.07","0.07","0.06","0.03","0.02","0.09","1"
"0.045","37","0.09","0.17","0.03","0.03","0.03","0.1","0.1","0.08","0.03","0.01","0.04","1"
"0.045","38","0.06","0.28","0.04","0","0.04","0.05","0.05","0.05","0.06","0.04","0.08","1"
"0.045","39","0","0.3","0.05","0","0.05","0.04","0.04","0.04","0.03","0.01","0.08","1"
"0.045","40","0","0.31","0.03","0.01","0.03","0.04","0.04","0.04","0.06","0.04","0.06","1"
"0.045","41","0","0.31","0.04","0.01","0.04","0.04","0.04","0.04","0.04","0.02","0.08","1"
"0.045","42","0","0.34","0.06","0.01","0.05","0.04","0.04","0.04","0.06","0.04","0.06","1"
"0.045","43","0.06","0.29","0.04","0.01","0.06","0.04","0.04","0.04","0.06","0.03","0.07","1"
"0.045","44","0.06","0.32","0.03","0.01","0.04","0.05","0.05","0.05","0.09","0.09","0.05","1"
"0.045","45","0.05","0.26","0.02","0.01","0.03","0.04","0.04","0.04","0.06","0.07","0.06","1"
"0.045","46","0.03","0.13","0.02","0.01","0.01","0.04","0.04","0.04","0.04","0.03","0.04","1"
"0.045","47","0.03","0.16","0.03","0","0.02","0.02","0.02","0.02","0.02","0.04","0.03","1"
"0.045","48","0.03","0.13","0","0","0.02","0.05","0.04","0.05","0.01","0.01","0.03","1"
"0.045","49","0.02","0.31","0.01","0.06","0.03","0.02","0.02","0.02","0.1","0.07","0.05","1"
"0.045","50","0.04","0.12","0.02","0.01","0.02","0.04","0.04","0.04","0.09","0.07","0.06","1"
"0.045","51","0.06","0.3","0.04","0.01","0.05","0.04","0.04","0.04","0.08","0.06","0.05","1"
"0.045","52","0","0.36","0.05","0","0.03","0.04","0.04","0.04","0.07","0.07","0.04","1"
"0.045","53","0","0.35","0.05","0.01","0.04","0.04","0.04","0.04","0.05","0.06","0.05","1"
"0.045","54","0","0.33","0.05","0","0.04","0.04","0.04","0.04","0.07","0.07","0.06","1"
"0.045","55","0","0.35","0.04","0","0.05","0.04","0.04","0.04","0.08","0.08","0.06","1"
"0.045","56","0","0.33","0.05","0","0.06","0.04","0.04","0.04","0.07","0.06","0.06","1"
"0.045","57","0","0.36","0.04","0","0.04","0.04","0.04","0.04","0.07","0.04","0.06","1"
"0.045","58","0","0.38","0.06","0","0.05","0.04","0.04","0.04","0.08","0.09","0.06","1"
"0.045","59","0","0.34","0.04","0","0.05","0.04","0.04","0.05","0.1","0.07","0.05","1"
"0.045","60","0","0.38","0.05","0.02","0.06","0.04","0.04","0.04","0.08","0.07","0.04","1"
"0.045","61","0","0.34","0.07","0.01","0.06","0.04","0.04","0.04","0.07","0.08","0.06","1"
"0.045","62","0","0.34","0.03","0","0.05","0.04","0.04","0.04","0.07","0.08","0.05","1"
"0.045","63","0","0.36","0.05","0","0.06","0.04","0.04","0.04","0.07","0.06","0.05","1"
"0.045","64","0","0.34","0.03","0.01","0.06","0.04","0.04","0.04","0.07","0.06","0.05","1"
"0.045","65","0","0.33","0.04","0","0.05","0.04","0.04","0.04","0.1","0.08","0.07","1"
"0.045","66","0.06","0.3","0.05","0","0.04","0.04","0.04","0.04","0.06","0.06","0.05","1"
"0.045","67","0.04","0.18","0.05","0","0.06","0.06","0.06","0.06","0.11","0.1","0.04","1"
"0.045","68","0.04","0.31","0.03","0.02","0.06","0.06","0.06","0.06","0.05","0.08","0.05","1"
"0.045","69","0","0.34","0.02","0.02","0.04","0.06","0.06","0.06","0.08","0.09","0.06","1"
"0.045","70","0","0.34","0.03","0.03","0.06","0.06","0.06","0.06","0.08","0.07","0.07","1"
"0.045","71","0","0.35","0.02","0.03","0.05","0.06","0.06","0.06","0.07","0.06","0.06","1"
"0.045","72","0.04","0.19","0.01","0.02","0.03","0.06","0.06","0.06","0.07","0.06","0.03","1"
"0.045","73","0.04","0.14","0.04","0.01","0.04","0.04","0.04","0.04","0.06","0.04","0.05","1"
"0.045","74","0.05","0.19","0.02","0","0.04","0.05","0.05","0.05","0.03","0.07","0.05","1"
"0.045","75","0.04","0.12","0.02","0","0.02","0.08","0.08","0.09","0.01","0.03","0.07","1"
"0.045","76","0","0.34","0.03","0.04","0.05","0.04","0.04","0.04","0.07","0.08","0.05","1"
"0.045","77","0","0.31","0.05","0.02","0.04","0.04","0.04","0.04","0.08","0.08","0.04","1"
"0.045","78","0.01","0.04","0.01","0","0.01","0.05","0.03","0.06","0","0.02","0.01","1"
"0.045","79","0.03","0.19","0.02","0","0.04","0.03","0.03","0.04","0.1","0.08","0.04","1"
"0.045","80","0.03","0.17","0.02","0.02","0.02","0.03","0.03","0.03","0.05","0.07","0.05","1"
"0.045","81","0.03","0.07","0.03","0","0.04","0.09","0.07","0.1","0.03","0.05","0.06","1"
"0.045","82","0.04","0.18","0.02","0.02","0.02","0.04","0.04","0.04","0.09","0.07","0.05","1"
"0.045","83","0.02","0.06","0.02","0","0.02","0.06","0.06","0.06","0.05","0.06","0.04","1"
"0.045","84","0.05","0.16","0.03","0","0.01","0.03","0.03","0.03","0.06","0.05","0.04","1"
